3;2;561
2;6;522
6;7;809
7;8;171
8;10;557
10;9;237
9;3;334
3;1;298
1;4;593
4;2;185
4;5;465
5;6;494
5;7;315
5;8;303
10;4;338
6;8;797
3;4;386
